workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
180,main,lb,11,Amanda,0.01,17494,or,6,F,Elizabeth,Tony graded the midterm or the final or both,reveal,NonProj,Did Amanda reveal that Tony graded the midterm or the final?,NA
180,main,NA,control5,NA,0.01,4221,NA,7,M,Robert,Madison had a baby,control,control,Did Madison have a baby?,NA
180,main,lb,6,Rachel,0.01,6215,some,8,F,Jennifer,Jackson drank at least some of the sodas,suggest,C,Did Rachel suggest that Jackson drank some of the sodas?,NA
180,main,lb,9,Andrew,0,14316,or,9,M,Steven,Grace stole a laptop or a calculator or both,inform_Sam,C,Did Andrew inform Sam that Grace stole a laptop or a calculator?,NA
180,main,ub,5,Barbara,0.03,5623,some,10,M,Thomas,"Frank graded some of the math problems, and he did not grade all of them",discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,NA
180,main,lb,10,Tina,0.03,14774,or,11,F,Helen,Jayden solved the crossword or the Rubik's cube or both,acknowledge,C,Did Tina acknowledge that Jayden solved the crossword or the Rubik's cube?,NA
180,main,ub,4,Janice,0.02,23988,some,12,F,Susan,"Danny solved some of the puzzles, and he did not solve all of them",establish,NonProj,Did Janice establish that Danny solved some of the puzzles?,NA
180,main,lb,3,Justin,0.97,12363,some,13,F,Dorothy,Emma stole at least some of the office supplies,know,NonProj,Does Justin know that Emma stole some of the office supplies?,NA
180,main,NA,control1,NA,0,3624,NA,14,F,Donna,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
180,main,NA,control6,NA,0.01,4900,NA,15,M,William,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
180,main,NA,control3,NA,0.01,3947,NA,16,M,David,Todd played football in high school,control,control,Did Todd play football in high school?,NA
180,main,lb,1,Patrick,0.03,4524,some,17,M,Christopher,Mary ate at least some of the cupcakes,think,NonProj,Does Patrick think that Mary ate some of the cupcakes?,NA
180,main,ub,7,Kevin,0.01,4768,or,18,M,Mark,"Isabella ate cake or pie, and she did not eat both",confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
180,main,NA,control2,NA,0.02,3787,NA,19,F,Jessica,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
180,main,ub,12,Melissa,0.01,6159,or,20,F,Lisa,"Josh drank coffee or tea, and he did not drink both",say,C,Did Melissa say that Josh drank coffee or tea?,NA
180,main,ub,8,Brian,0.02,7287,or,21,F,Ashley,"Emily failed math or science, and she did not fail both",prove,C,Did Brian prove that Emily failed math or science?,NA
172,main,NA,control4,NA,0,10985,NA,4,F,Elizabeth,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
172,main,ub,8,Brian,0,5788,or,5,F,Jessica,"Emily failed math or science, and she did not fail both",say,C,Did Brian say that Emily failed math or science?,NA
172,main,lb,10,Tina,0,8099,or,6,M,Richard,Jayden solved the crossword or the Rubik's cube or both,prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,NA
172,main,lb,5,Barbara,0,6939,some,7,M,William,Frank graded at least some of the math problems,think,NonProj,Does Barbara think that Frank graded some of the math problems?,NA
172,main,ub,6,Rachel,0.01,10264,some,8,F,Carol,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
172,main,NA,control2,NA,0.01,4852,NA,9,M,James,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
172,main,lb,3,Justin,0.01,6040,some,10,F,Susan,Emma stole at least some of the office supplies,know,NonProj,Does Justin know that Emma stole some of the office supplies?,NA
172,main,lb,4,Janice,0.04,4446,some,11,F,Ashley,Danny solved at least some of the puzzles,acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,NA
172,main,ub,1,Patrick,0,7408,some,12,F,Lisa,"Mary ate some of the cupcakes, and she did not eat all of them",reveal,NonProj,Did Patrick reveal that Mary ate some of the cupcakes?,NA
172,main,NA,control5,NA,0.01,4501,NA,13,M,David,Madison had a baby,control,control,Did Madison have a baby?,NA
172,main,NA,control3,NA,0.02,4468,NA,14,F,Margaret,Todd played football in high school,control,control,Did Todd play football in high school?,NA
172,main,NA,control1,NA,0.01,3479,NA,15,M,Paul,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
172,main,ub,11,Amanda,0,3338,or,16,F,Michelle,"Tony graded the midterm or the final, and he did not grade both",inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,NA
172,main,NA,control6,NA,0.02,5784,NA,17,F,Nancy,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
172,main,lb,7,Kevin,0.02,2368,or,18,M,Thomas,Isabella ate cake or pie or both,confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
172,main,ub,9,Andrew,0.01,3379,or,19,F,Linda,"Grace stole a laptop or a calculator, and she did not steal both",hear,C,Did Andrew hear that Grace stole a laptop or a calculator?,NA
172,main,ub,2,Scott,0.04,2118,some,20,M,George,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,NA
172,main,lb,12,Melissa,0.02,1650,or,21,F,Helen,Josh drank coffee or tea or both,discover,NonProj,Did Melissa discover that Josh drank coffee or tea?,NA
406,main,lb,8,Brian,0,35610,or,4,F,Lisa,Emily failed math or science or both,think,NonProj,Does Brian think that Emily failed math or science?,NA
406,main,NA,control2,NA,0,43743,NA,5,F,Helen,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
406,main,ub,4,Janice,0,22598,some,6,F,Carol,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,NA
406,main,lb,1,Patrick,0,23656,some,7,F,Michelle,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,NA
406,main,lb,2,Scott,0,30654,some,8,M,Matthew,Josie failed at least some of the courses,hear,C,Did Scott hear that Josie failed some of the courses?,NA
406,main,NA,control3,NA,0,12532,NA,9,F,Donna,Todd played football in high school,control,control,Did Todd play football in high school?,NA
406,main,lb,9,Andrew,0,12302,or,10,M,Christopher,Grace stole a laptop or a calculator or both,acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,NA
406,main,ub,10,Tina,0,13387,or,11,F,Sandra,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",know,NonProj,Does Tina know that Jayden solved the crossword or the Rubik's cube?,NA
406,main,ub,3,Justin,0,15600,some,12,M,Richard,"Emma stole some of the office supplies, and she did not take all of them",reveal,NonProj,Did Justin reveal that Emma stole some of the office supplies?,NA
406,main,lb,12,Melissa,0,16268,or,13,M,Kenneth,Josh drank coffee or tea or both,inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
406,main,NA,control4,NA,0,12121,NA,14,M,James,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
406,main,NA,control1,NA,0,18151,NA,15,M,Mark,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
406,main,ub,7,Kevin,0,13666,or,16,M,Paul,"Isabella ate cake or pie, and she did not eat both",prove,C,Did Kevin prove that Isabella ate cake or pie?,NA
406,main,NA,control5,NA,0,12930,NA,17,M,Robert,Madison had a baby,control,control,Did Madison have a baby?,NA
406,main,ub,6,Rachel,0,12653,some,18,F,Linda,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
406,main,NA,control6,NA,0,12984,NA,19,F,Sarah,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
406,main,lb,5,Barbara,0,11873,some,20,F,Margaret,Frank graded at least some of the math problems,suggest,C,Did Barbara suggest that Frank graded some of the math problems?,NA
406,main,ub,11,Amanda,0,12390,or,21,M,Thomas,"Tony graded the midterm or the final, and he did not grade both",confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
310,main,ub,4,Janice,0.82,33782,some,4,F,Elizabeth,"Danny solved some of the puzzles, and he did not solve all of them",hear,C,Did Janice hear that Danny solved some of the puzzles?,NA
310,main,NA,control5,NA,0.2,16084,NA,5,M,George,Madison had a baby,control,control,Did Madison have a baby?,NA
310,main,NA,control3,NA,0.61,13278,NA,6,F,Nancy,Todd played football in high school,control,control,Did Todd play football in high school?,NA
310,main,NA,control6,NA,0.77,12638,NA,7,F,Sandra,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
310,main,ub,9,Andrew,0.84,24512,or,8,F,Sarah,"Grace stole a laptop or a calculator, and she did not steal both",confirm,C,Did Andrew confirm that Grace stole a laptop or a calculator?,NA
310,main,lb,11,Amanda,0.91,32229,or,9,M,Steven,Tony graded the midterm or the final or both,think,NonProj,Does Amanda think that Tony graded the midterm or the final?,NA
310,main,lb,10,Tina,0.88,13574,or,10,M,Robert,Jayden solved the crossword or the Rubik's cube or both,say,C,Did Tina say that Jayden solved the crossword or the Rubik's cube?,NA
310,main,lb,2,Scott,0.82,18362,some,11,F,Donna,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,NA
310,main,ub,1,Patrick,0.73,20882,some,12,M,Matthew,"Mary ate some of the cupcakes, and she did not eat all of them",establish,NonProj,Did Patrick establish that Mary ate some of the cupcakes?,NA
310,main,ub,8,Brian,0.84,23752,or,13,F,Linda,"Emily failed math or science, and she did not fail both",know,NonProj,Does Brian know that Emily failed math or science?,NA
310,main,lb,5,Barbara,0.76,20596,some,14,M,David,Frank graded at least some of the math problems,suggest,C,Did Barbara suggest that Frank graded some of the math problems?,NA
310,main,NA,control4,NA,0.65,11213,NA,15,F,Karen,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
310,main,ub,6,Rachel,0.84,11446,some,16,M,James,"Jackson drank some of the sodas, and he did not drink all of them",discover,NonProj,Did Rachel discover that Jackson drank some of the sodas?,NA
310,main,NA,control2,NA,0.85,19653,NA,17,F,Michelle,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
310,main,lb,3,Justin,0.7,19272,some,18,F,Dorothy,Emma stole at least some of the office supplies,prove,C,Did Justin prove that Emma stole some of the office supplies?,NA
310,main,NA,control1,NA,0.65,10435,NA,19,F,Lisa,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
310,main,ub,7,Kevin,0.7,14600,or,20,M,Christopher,"Isabella ate cake or pie, and she did not eat both",acknowledge,C,Did Kevin acknowledge that Isabella ate cake or pie?,NA
310,main,lb,12,Melissa,0.79,18889,or,21,M,Richard,Josh drank coffee or tea or both,inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
191,main,ub,9,Andrew,0.18,17810,or,4,F,Kimberly,"Grace stole a laptop or a calculator, and she did not steal both",prove,C,Did Andrew prove that Grace stole a laptop or a calculator?,NA
191,main,NA,control6,NA,0,6967,NA,5,F,Betty,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
191,main,lb,6,Rachel,0.81,13983,some,6,F,Donna,Jackson drank at least some of the sodas,establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,NA
191,main,lb,10,Tina,0.78,26064,or,7,F,Margaret,Jayden solved the crossword or the Rubik's cube or both,inform_Sam,C,Did Tina inform Sam that Jayden solved the crossword or the Rubik's cube?,NA
191,main,NA,control2,NA,0,6881,NA,8,F,Helen,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
191,main,lb,7,Kevin,0.77,45325,or,9,M,Kenneth,Isabella ate cake or pie or both,confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
191,main,NA,control5,NA,0.01,4880,NA,10,M,Paul,Madison had a baby,control,control,Did Madison have a baby?,NA
191,main,NA,control3,NA,0.02,4691,NA,11,F,Susan,Todd played football in high school,control,control,Did Todd play football in high school?,NA
191,main,lb,1,Patrick,0.78,7380,some,12,F,Karen,Mary ate at least some of the cupcakes,reveal,NonProj,Did Patrick reveal that Mary ate some of the cupcakes?,NA
191,main,ub,11,Amanda,0.48,11681,or,13,F,Ashley,"Tony graded the midterm or the final, and he did not grade both",acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
191,main,ub,12,Melissa,0.31,8545,or,14,M,Thomas,"Josh drank coffee or tea, and he did not drink both",discover,NonProj,Did Melissa discover that Josh drank coffee or tea?,NA
191,main,lb,8,Brian,0.7,13506,or,15,F,Lisa,Emily failed math or science or both,say,C,Did Brian say that Emily failed math or science?,NA
191,main,NA,control1,NA,0.05,6176,NA,16,F,Dorothy,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
191,main,NA,control4,NA,0.04,6191,NA,17,F,Sarah,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
191,main,ub,2,Scott,0.84,24079,some,18,M,David,"Josie failed some of the courses, and she did not fail all of them",know,NonProj,Does Scott know that Josie failed some of the courses?,NA
191,main,ub,5,Barbara,0.63,7603,some,19,M,Steven,"Frank graded some of the math problems, and he did not grade all of them",suggest,C,Did Barbara suggest that Frank graded some of the math problems?,NA
191,main,lb,4,Janice,0.81,15508,some,20,M,Mark,Danny solved at least some of the puzzles,hear,C,Did Janice hear that Danny solved some of the puzzles?,NA
191,main,ub,3,Justin,0.72,14356,some,21,M,James,"Emma stole some of the office supplies, and she did not take all of them",think,NonProj,Does Justin think that Emma stole some of the office supplies?,NA
421,main,lb,12,Melissa,0,18135,or,4,F,Nancy,Josh drank coffee or tea or both,hear,C,Did Melissa hear that Josh drank coffee or tea?,NA
421,main,NA,control6,NA,0.1,9752,NA,5,F,Ashley,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
421,main,lb,4,Janice,0.33,19760,some,6,F,Margaret,Danny solved at least some of the puzzles,acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,NA
421,main,lb,8,Brian,0.25,5936,or,7,M,James,Emily failed math or science or both,confirm,C,Did Brian confirm that Emily failed math or science?,NA
421,main,ub,1,Patrick,0.71,20488,some,8,F,Sandra,"Mary ate some of the cupcakes, and she did not eat all of them",inform_Sam,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,NA
421,main,lb,5,Barbara,0.6,3487,some,9,F,Carol,Frank graded at least some of the math problems,say,C,Did Barbara say that Frank graded some of the math problems?,NA
421,main,NA,control4,NA,0.07,14647,NA,10,F,Betty,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
421,main,NA,control3,NA,0.05,28408,NA,11,F,Karen,Todd played football in high school,control,control,Did Todd play football in high school?,NA
421,main,ub,11,Amanda,0.65,3327,or,12,M,Thomas,"Tony graded the midterm or the final, and he did not grade both",reveal,NonProj,Did Amanda reveal that Tony graded the midterm or the final?,NA
421,main,ub,3,Justin,0.72,4488,some,13,F,Jessica,"Emma stole some of the office supplies, and she did not take all of them",know,NonProj,Does Justin know that Emma stole some of the office supplies?,NA
421,main,NA,control5,NA,0.05,4936,NA,14,M,Christopher,Madison had a baby,control,control,Did Madison have a baby?,NA
421,main,NA,control1,NA,0.08,48439,NA,15,M,Matthew,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
421,main,ub,9,Andrew,0.72,5120,or,16,M,William,"Grace stole a laptop or a calculator, and she did not steal both",establish,NonProj,Did Andrew establish that Grace stole a laptop or a calculator?,NA
421,main,NA,control2,NA,0.07,3784,NA,17,M,George,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
421,main,ub,7,Kevin,0.38,3753,or,18,F,Helen,"Isabella ate cake or pie, and she did not eat both",prove,C,Did Kevin prove that Isabella ate cake or pie?,NA
